 Run	    Fitness	                                                                                                                                                                                                Solution	    Fitness	                                                                                                                                                                                           Next_Solution
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
   1	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c	        690	0000012c00000064000000000000000000000000000001900000006400000190000000640000012c0000012c000000640000012c0000012c0000012c000001900000019000000000000000c80000012c0000012c0000012c00000000000000c80000012c
